Date,Open,High,Low,Close,Volume,Stock_Code
2014-11-24 00:00:00+08:00,14.656555628971294,14.710839224251183,14.575130865076412,14.602272033691406,1342647,1210.TW
2014-11-25 00:00:00+08:00,14.602272033691404,14.68369805563619,14.54798969646142,14.602272033691406,1456863,1210.TW
2014-11-26 00:00:00+08:00,14.54798969646142,14.710839224251183,14.54798969646142,14.602272033691406,869986,1210.TW
2014-11-27 00:00:00+08:00,14.65655618329524,14.683698610986688,14.5751314163208,14.5751314163208,1258807,1210.TW
2014-11-28 00:00:00+08:00,14.5751314163208,14.65655618329524,14.5751314163208,14.5751314163208,923449,1210.TW
2014-12-01 00:00:00+08:00,14.439423600162879,14.575131969622024,14.330856401375565,14.547990798950195,1678005,1210.TW
2014-12-02 00:00:00+08:00,14.602273577296796,14.765125638401448,14.547991234328627,14.683699607849121,2103277,1210.TW
2014-12-03 00:00:00+08:00,14.87369402475678,14.87369402475678,14.710843194960871,14.846552848815918,1738758,1210.TW
2014-12-04 00:00:00+08:00,14.873690785078423,15.172249945649165,14.873690785078423,15.11796760559082,3731465,1210.TW
2014-12-05 00:00:00+08:00,15.11796895785318,15.145110130310059,14.846550943033986,15.145110130310059,3375451,1210.TW
2014-12-08 00:00:00+08:00,15.145108229475513,15.145108229475513,14.927973844872293,14.955116271972656,1984201,1210.TW
2014-12-09 00:00:00+08:00,14.927974354707588,14.955116782734947,14.765124818743294,14.819408416748047,1817737,1210.TW
2014-12-10 00:00:00+08:00,14.765124077580976,14.765124077580976,14.575130865076412,14.602272033691406,3517613,1210.TW
2014-12-11 00:00:00+08:00,14.547992215212894,14.575133388526945,14.439425005856444,14.493708610534668,3029157,1210.TW
2014-12-12 00:00:00+08:00,14.49370610118153,14.710839224251183,14.49370610118153,14.602272033691406,1284323,1210.TW
2014-12-15 00:00:00+08:00,14.602273140293853,14.65655673968751,14.466564770834708,14.547990798950195,1648843,1210.TW
2014-12-16 00:00:00+08:00,14.547989747316418,14.737981702435228,14.466563725086992,14.52084732055664,3147018,1210.TW
2014-12-17 00:00:00+08:00,14.547990759589773,14.575131930188169,14.439423561096193,14.439423561096191,2840822,1210.TW
2014-12-18 00:00:00+08:00,14.575133359653007,14.575133359653007,14.385141372680662,14.385141372680664,2087482,1210.TW
2014-12-19 00:00:00+08:00,14.439424482336712,14.466565654666725,14.330857276916506,14.330857276916504,3026727,1210.TW
2014-12-22 00:00:00+08:00,14.357997572047394,14.683699168409339,14.276572801981908,14.547990798950195,3157954,1210.TW
2014-12-23 00:00:00+08:00,14.575133388526945,14.602274561840996,14.466566179170496,14.493708610534668,1517616,1210.TW
2014-12-24 00:00:00+08:00,14.547992086458715,14.656558036804201,14.493708482260915,14.6565580368042,1688940,1210.TW
2014-12-25 00:00:00+08:00,14.710841641001998,14.710841641001998,14.547992086458715,14.6565580368042,1400970,1210.TW
2014-12-26 00:00:00+08:00,14.765126503249906,14.765126503249906,14.629416863730356,14.6565580368042,1002428,1210.TW
2014-12-29 00:00:00+08:00,14.98226124462072,15.063687288543797,14.819411672875054,14.846552848815918,2321989,1210.TW
2014-12-30 00:00:00+08:00,14.873690647802961,14.982257843017578,14.792265880416977,14.982257843017578,1945319,1210.TW
2014-12-31 00:00:00+08:00,15.009399868123463,15.036541037173903,14.873690248721488,14.955116271972656,1059536,1210.TW
2015-01-05 00:00:00+08:00,14.982259721337854,14.982259721337854,14.819410166149499,14.873692512512207,1698661,1210.TW
2015-01-06 00:00:00+08:00,14.683698154054373,14.7379817496981,14.602272131563826,14.629414558410645,2301333,1210.TW
2015-01-07 00:00:00+08:00,14.629416863730356,14.710841641001998,14.602274432606402,14.6565580368042,1767919,1210.TW
2015-01-08 00:00:00+08:00,14.737982845792745,14.927974815650936,14.737982845792745,14.765125274658203,1908867,1210.TW
2015-01-09 00:00:00+08:00,14.846552848815918,14.98226124462072,14.819411672875054,14.846552848815918,2643981,1210.TW
2015-01-12 00:00:00+08:00,14.27657419182177,14.520849783848721,14.005156168430647,14.493708610534668,9642757,1210.TW
2015-01-13 00:00:00+08:00,14.439423052013419,14.602272585962298,14.330855857347533,14.5751314163208,4792217,1210.TW
2015-01-14 00:00:00+08:00,14.520849783848721,14.520849783848721,14.30371536513582,14.493708610534668,3347504,1210.TW
2015-01-15 00:00:00+08:00,14.27657419182177,14.547992215212894,14.27657419182177,14.493708610534668,2698659,1210.TW
2015-01-16 00:00:00+08:00,14.439425864561622,14.493709472468066,14.38514225665518,14.466567039489746,1827458,1210.TW
2015-01-19 00:00:00+08:00,14.466567039489746,14.547993080374509,14.38514225665518,14.466567039489746,1863910,1210.TW
2015-01-20 00:00:00+08:00,14.466565592528207,14.520849195005146,14.385140817837836,14.41228199005127,2413119,1210.TW
2015-01-21 00:00:00+08:00,14.439425005856444,14.547992215212894,14.439425005856444,14.493708610534668,1656133,1210.TW
2015-01-22 00:00:00+08:00,14.547990426724281,14.819408416748047,14.547990426724281,14.819408416748047,2958683,1210.TW
2015-01-23 00:00:00+08:00,14.982261133896653,14.982261133896653,14.710843086242676,14.710843086242676,4560139,1210.TW
2015-01-26 00:00:00+08:00,14.710841699273738,14.92797611692503,14.656558094860914,14.873692512512207,2238150,1210.TW
2015-01-27 00:00:00+08:00,14.92797611692503,14.9551185481565,14.765126561736675,14.873692512512207,1849329,1210.TW
2015-01-28 00:00:00+08:00,14.873691571327564,15.25367677817244,14.81940922839976,15.172250747680664,7473866,1210.TW
2015-01-29 00:00:00+08:00,15.2808216183853,15.362246403672597,15.063687180218864,15.226536750793457,5345072,1210.TW
2015-01-30 00:00:00+08:00,15.362243980128119,15.362243980128119,15.172250747680664,15.172250747680664,3634260,1210.TW
2015-02-02 00:00:00+08:00,15.199391825626318,15.199391825626318,14.955116271972658,14.955116271972656,2200483,1210.TW
