"代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","掛牌年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
="1444","力麗","市","11/11","9.33","+0.22","+2.41","10","99.6","99.56","92.9","45.8","34.3","","","","","","","紡織纖維","郭紹儀","陳漢卿"
="1445","大宇","市","11/11","17.35","-0.3","-1.7","10","13.1","13.07","22.7","55.2","33.8","","","","","","","紡織纖維","陳曜銘","楊任凱"
="1446","宏和","市","11/11","45.4","+3.1","+7.33","10","13.8","13.77","62.5","46.4","33.1","","","","","","","紡織纖維","黃大功","何天明"
="1447","力鵬","市","11/11","8.23","+0.43","+5.51","10","91","91.01","74.9","49.2","32.8","","","有","","","","紡織纖維","郭紹儀","童敏雄"
="1449","佳和","市","11/11","26.85","0","0","10","10.2","10.23","27.5","51.9","32.5","","","","","","","紡織纖維","翁偉翔","翁偉翔"
="1451","年興","市","11/11","20.7","+0.05","+0.24","10","20.5","20.52","42.5","38.1","31.9","","","","","","","紡織纖維","陳威翰","蔡樹軒"
="1452","宏益","市","11/11","16.3","-0.05","-0.31","10","13.3","13.26","21.6","56.2","31.9","","","","","","","紡織纖維","施淑賢","王慶榮"
="1454","台富","市","11/11","16.85","0","0","10","13","12.98","21.9","51.5","31.5","","","","","","","紡織纖維","莊燿銘","莊燿銘"
="1455","集盛","市","11/11","10.15","-0.15","-1.46","10","53.2","53.17","54","55.2","31.1","","","有","有","","","紡織纖維","葉守焞","蘇百煌"
="1457","宜進","市","11/11","19.35","+0.05","+0.26","10","31.7","31.67","61.3","43.6","30.1","","","","","","","紡織纖維","詹正田","翁茂誠(原名:林鏡地)"
="1459","聯發","市","11/11","9.91","+0.01","+0.1","10","35.9","35.86","35.5","51.9","30","","","","有","","","紡織纖維","葉清澤","王豐岳"
="1460","宏遠","市","11/11","7.09","0","0","10","69.5","69.46","49.3","36.8","29.5","","","","","","","紡織纖維","席家宜","暫缺"
="1463","強盛新","市","11/11","24.45","-0.35","-1.41","10","17.3","17.33","42.4","41.1","27.9","","","","","","","紡織纖維","陳壬發","孫暐"
="1464","得力","市","11/11","16.75","0","0","10","40.8","40.76","68.3","42.3","27.8","","","","","","","紡織纖維","葉家銘","游逸能"
="1465","偉全","市","11/11","14.8","-0.3","-1.99","10","10.4","10.36","15.3","52","27.2","","","","","","","紡織纖維","陳建柱","陳建柱"
="1466","聚隆","市","11/11","13.9","-0.45","-3.14","10","11.1","11.12","15.5","36.3","26.6","","","","","","","紡織纖維","周文東","周文東"
="1467","南緯","市","11/11","10.65","0","0","10","23.4","23.36","24.9","46.2","25.9","","","","","有","","紡織纖維","林瑞岳","林宗頤"
="1468","昶和","市","11/11","14.7","0","0","10","16","16.04","23.6","42.6","25.8","","","","","","","紡織纖維","陳明澤","陳明澤"
="1470","大統新創","市","11/11","20","-0.5","-2.44","10","8.58","8.58","17.2","37.9","25.5","","","","","","","紡織纖維","葉泉發","葉柏亮"
="1473","台南","市","11/11","35.7","-0.05","-0.14","10","14.6","14.62","52.2","63.2","24.2","","","","","","","紡織纖維","楊青(山夆)","謝幼琴"
="1474","弘裕","市","11/11","14.15","+0.15","+1.07","10","13","12.99","18.4","54.2","25.4","","","","有","","","紡織纖維","葉博宇","郭正沛"
="1475","業旺","市","11/11","64.4","-0.3","-0.46","10","6.6","6.6","42.5","34","24","","","","","","","紡織纖維","陳清土","陳坤木"
="1476","儒鴻","市","11/11","569","-11","-1.9","10","27.4","27.44","1,561","47","23.6","有","","","","","","紡織纖維","王樹文","洪瑞廷"
="1477","聚陽","市","11/11","344","+4.5","+1.33","10","24.7","24.67","849","34.8","21.8","有","","有","","","","紡織纖維","周理平","周心鵬"
="4414","如興","市","11/11","2.9","-0.02","-0.68","10","88.2","88.21","25.6","47","24.9","","","","","有","","紡織纖維","紀宗明","James Ian Harrison"
="4426","利勤","市","11/11","13.35","-0.05","-0.37","10","17.3","17.27","23.1","27.1","18","","","","","","","紡織纖維","洪文耀","待補"
="4438","廣越","市","11/11","100","-0.5","-0.5","10","10.3","10.34","103","29","8.07","","","","有","","","紡織纖維","吳朝筆","唐湘梅"
="4439","冠星-KY","市","11/11","91","+0.5","+0.55","10","3.83","3.83","34.8","11.5","4.94","","","","","","","紡織纖維","興茂集團控股有限公司(代表人:林錦茂)","林經偉"
="4440","宜新實業","市","11/11","26.55","-0.25","-0.93","10","6.76","6.76","17.9","11.4","3.05","","","","","","","紡織纖維","詹正田","翁茂誠"
