"代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","掛牌年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
="4164","承業醫","市","11/11","42.45","+0.35","+0.83","10","16.7","16.68","70.8","15","12.1","","","有","有","有","","生技醫療業","李沛霖","李明倫"
="4190","佐登-KY","市","11/11","50.9","-1.1","-2.12","10","6.2","6.09","31","14.4","9.06","","","","有","","","生技醫療業","陳正雄","陳佳琦"
="4736","泰博","市","11/11","153.5","-1","-0.65","10","9.54","9.54","146","26.5","14","有","","","","","","生技醫療業","陳朝旺","陳朝旺"
="4737","華廣","市","11/11","68.9","-1.4","-1.99","10","6.1","6.1","42","21.6","13.9","","","","","","","生技醫療業","黃椿木","黃椿木"
="4746","台耀","市","11/11","91.8","+0.2","+0.22","10","12","12.03","110","28.9","13.7","","","有","有","","","生技醫療業","程正禹","程正禹"
="4771","望隼","市","11/11","196.5","+1.5","+0.77","10","5.75","5.75","113","12.5","0.66","","","有","","","","生技醫療業","黃修權","石安"
="6431","光麗-KY","市","11/11","16","-1.2","-6.98","10","7.24","7.24","11.6","12.4","9.94","","","","","有","","生技醫療業","BRIGHTNESS CO., LTD. 代表人：陳寬聰","張清璉"
="6446","藥華藥","市","11/11","634","+10","+1.6","10","34.1","34.12","2,163","24.5","8.32","","","","","有","","生技醫療業","詹青柳","黃正谷"
="6472","保瑞","市","11/11","770","+19","+2.53","10","10.3","10.3","793","17.4","7.57","","","有","","","","生技醫療業","盛保熙","盛保熙"
="6491","晶碩","市","11/11","375","+5","+1.35","10","7.8","7.8","292","15.2","5.1","","","有","","","","生技醫療業","郭明棟","楊德勝"
="6534","正瀚-創","市","11/11","81.9","0","0","10","10.3","10.28","84.2","11","0.9","","","","","","","生技醫療業","吳正邦","黃卓君"
="6541","泰福-KY","市","11/11","62.2","+0.4","+0.65","10","16.4","16.4","102","11.5","7.05","","","","","","","生技醫療業","陳林正","Stephen Lam"
="6550","北極星藥業-KY","市","11/11","52","+0.8","+1.56","10","74.6","74.44","387","18.8","2.44","","","","有","有","","生技醫療業","陳鴻文","徐展平"
="6598","ABC-KY","市","11/11","23.2","+0.55","+2.43","10","10.3","10.28","23.8","8.6","4.43","","","","","","","生技醫療業","李家榮","何重人"
="6645","金萬林-創","市","11/11","28.2","-0.4","-1.4","10","5.39","5.27","14.9","20.3","0.9","","","","","","","生技醫療業","吳品聰","楊文明"
="6657","華安","市","11/11","50.6","0","0","10","7.62","7.62","38.6","12.2","1.42","","","","","","","生技醫療業","邱壬乙","陳翰民"
="6666","羅麗芬-KY","市","11/11","58.4","-0.4","-0.68","10","4.74","4.74","27.7","8.1","5.98","","","","","","","生技醫療業","嘉黛國際有限公司(代表人:羅麗芬)","饒煥文"
="6782","視陽","市","11/11","218","+6.5","+3.07","10","6.3","6.3","137","26","1.96","","","有","","","","生技醫療業","李重儀","李重儀"
="6794","向榮生技-創","市","11/11","73.1","-1.2","-1.62","10","5.84","5.84","42.7","6.6","0.48","","","","","有","","生技醫療業","蔡意文","洪懿珮"
="6796","晉弘","市","11/11","86.4","+1.4","+1.65","10","3.48","3.46","29.9","14.3","2.45","","","","","","","生技醫療業","鄭竹明","鄭竹明"
="6838","台新藥","市","11/11","43.6","-0.8","-1.8","10","15.1","15.1","65.8","13.9","0.25","","","","","","","生技醫療業","程正禹","許力克"
="6861","睿生光電","市","11/11","62.7","-0.6","-0.95","10","4.03","4.03","25.2","5.6","1.63","","","","","","","生技醫療業","楊柱祥","李志聖"
="6919","康霈*","市","11/11","535","+19","+3.68","5","7.67","15.34","821","12.1","0.11","","","","","","","生技醫療業","徐坴暉","凌玉芳"
="6949","沛爾生醫-創","市","11/11","89.3","0","0","10","5.78","5.77","51.5","7.6","0.68","","","","","","","生技醫療業","林成龍","林成龍"
