"代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","掛牌年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
="6655","科定","市","11/11","128.5","-0.5","-0.39","10","8.22","8.22","106","22.3","5.96","","","","","","","其他業","曹憲章","曹憲章"
="6901","鑽石投資","市","11/11","35.1","-0.75","-2.09","10","85","85.04","298","11.8","1.15","","","有","","","","其他業","楊泮池","吳友梅"
="6914","阜爾運通","市","11/11","131.5","-1.5","-1.13","10","6.62","6.62","87.1","23.8","0.53","","","","","","","其他業","楊文杰","潘壕新"
="6952","大武山","市","11/11","45.55","-0.45","-0.98","10","6.83","6.83","31.1","17.9","0.42","","","","","","","其他業","林鳳春","魏尚將"
="6957","裕慶-KY","市","11/11","211.5","-23","-9.81","10","5.52","5.52","117","6.4","0.38","","","有","","","","其他業","廖昭宜","廖昭宜"
="6958","日盛台駿","市","11/11","29.85","-0.35","-1.16","10","37.3","37.34","111","43.3","0.23","","","","","","","其他業","簡志明","朱志威"
="8033","雷虎","市","11/11","59.2","+1.2","+2.07","10","14.3","14.26","84.4","45.1","19.8","","","有","","有","","其他業","陳冠如","蘇聖傑"
="8404","百和興業-KY","市","11/11","28","-0.6","-2.1","10","40","39.99","112","18","13.5","","","","","","","其他業","鄭國火因","鄭新隆"
="8411","福貞-KY","市","11/11","13.55","-0.4","-2.87","10","21.8","21.84","29.6","15.2","13","","","","","","","其他業","李榮福","莊素貞"
="8442","威宏-KY","市","11/11","108","-3","-2.7","10","6.72","6.69","72.3","15","8.01","","","有","","","","其他業","洪永裕","許新居"
="8463","潤泰材","市","11/11","26.65","-0.1","-0.37","10","15","15","40","32.1","9.34","","","","","","","其他業","莫惟瀚","陳學賢"
="8466","美吉吉-KY","市","11/11","48.45","-0.45","-0.92","10","6.98","6.61","32","14.1","8.03","","","","有","","","其他業","陳本源","王傳漢"
="8481","政伸","市","11/11","51.7","-0.1","-0.19","10","6.66","6.66","34.4","37.7","7.72","","","","","","","其他業","洪招儀","李煜培"
="8488","吉源-KY","市","11/11","15.45","0","0","10","7.35","7.35","11.4","10.6","7.92","","","","有","","","其他業","林漢清","陳金龍"
="9902","台火","市","11/11","17.85","+0.35","+2","10","9.8","9.8","17.5","74.8","60.3","","","","","","","其他業","李泰祺","吳復興"
="9905","大華","市","11/11","23","0","0","10","30.5","30.5","70.2","51","34.3","","","","","","","其他業","姜明理","姜明德"
="9907","統一實","市","11/11","16","-0.25","-1.54","10","158","157.9","253","55.6","33.8","","","","","","","其他業","羅智先","徐金成；張祐信"
="9917","中保科","市","11/11","142","+1","+0.71","10","45.1","45.12","641","47","30.9","","","","","","","其他業","林建涵","林建涵"
="9919","康那香","市","11/11","19.45","-0.05","-0.26","10","19.5","19.54","38","52.9","30","","","","","","","其他業","戴華銘","戴秀玲"
="9925","新保","市","11/11","41.5","-0.1","-0.24","10","38.7","38.75","161","44.8","28.9","","","","","","","其他業","吳昕東","洪國超"
="9927","泰銘","市","11/11","67.4","-0.7","-1.03","10","16.7","16.73","113","41.7","28","","","有","有","","","其他業","陳豊明","李茂生"
="9928","中視","市","11/11","19.15","-0.4","-2.05","10","6.07","6.07","11.6","56.1","25.3","","","","有","有","","其他業","胡雪珠","胡雪珠"
="9929","秋雨","市","11/11","16","0","0","10","10.1","10.13","16.2","48.1","25.4","","","","","有","","其他業","陳慧遊","陳鴻璸"
="9933","中鼎","市","11/11","41.9","-0.35","-0.83","10","81","81.04","340","45.6","31.5","","","","有","","","其他業","楊宗興","李銘賢"
="9938","百和","市","11/11","77.4","+0.2","+0.26","10","29.8","29.8","231","39.8","23.8","有","","有","","","","其他業","鄭森煤","鄭誠禕"
="9939","宏全","市","11/11","151.5","-4","-2.57","10","29.6","29.58","448","55.3","23.7","有","","有","有","","","其他業","鄭雅文","曹宏宇"
="9940","信義","市","11/11","29.85","+0.1","+0.34","10","73.7","73.68","220","37.8","25","","","","有","","","其他業","周耕宇","陳麗心"
="9941","裕融","市","11/11","126","-12.5","-9.03","10","64.8","54.82","691","34.6","24.9","","","有","有","","有","其他業","嚴陳莉蓮","闕源龍"
"9941A","裕融甲特","市","11/11","51.5","-0.1","-0.19","","","10","51.5","","5.96","","","","","","","其他業","",""
="9942","茂順","市","11/11","116.5","+1","+0.87","10","8.32","8.32","96.9","48.3","22.8","","","","","","","其他業","石正復","石銘耀"
="9944","新麗","市","11/11","20.65","-0.05","-0.24","10","10.9","10.91","22.5","62.2","23.8","","","","","","","其他業","簡瑞瑞","簡榮富"
="9945","潤泰新","市","11/11","48.2","+0.7","+1.47","10","284","284.4","1,371","47.2","32.5","有","","有","","","","其他業","簡滄圳","李志宏"
