"代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","掛牌年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
="2431","聯昌","市","11/11","17.3","-1","-5.46","10","11.1","11.09","19.2","55.9","27.8","","","","","","","電子零組件業","連昭志","林春連"
="2440","太空梭","市","11/11","14","+0.1","+0.72","10","13.9","13.91","19.5","39.1","24","","","","","有","","電子零組件業","王玄輝","王建成"
="2457","飛宏","市","11/11","41.45","+1.05","+2.6","10","43.1","43.12","179","51.9","24.7","有","","有","有","有","","電子零組件業","林中民","林洋宏"
="2460","建通","市","11/11","26.35","-0.95","-3.48","10","16.9","16.92","44.6","31.3","24.8","","","","","","","電子零組件業","蘇敦禮","何易霖"
="2462","良得電","市","11/11","27.8","-2","-6.71","10","15","15.01","41.7","46.2","23.2","","","","","有","","電子零組件業","陳龍水","陳龍水"
="2467","志聖","市","11/11","228","+4","+1.79","10","15.7","15.68","357","46.6","23.2","","","有","","","","電子零組件業","梁茂生","梁又文"
="2472","立隆電","市","11/11","74.5","+0.7","+0.95","10","16.5","16.47","123","48.8","24.5","","","有","有","","","電子零組件業","吳志銘","吳志銘"
="2476","鉅祥","市","11/11","90","-0.1","-0.11","10","20.7","20.66","186","49.8","23.2","","","有","","","","電子零組件業","林於晃","林映碩"
="2478","大毅","市","11/11","46.95","-0.2","-0.42","10","14.5","14.47","68","34.9","25.1","","","","","","","電子零組件業","江財寶","江財寶"
="2483","百容","市","11/11","23.15","0","0","10","10.9","10.91","25.3","42.9","25.2","","","","","","","電子零組件業","廖本林","廖本林"
="2484","希華","市","11/11","28","-0.2","-0.71","10","15.9","15.94","44.6","36.8","23.2","","","","","","","電子零組件業","曾穎堂","曾榮孟"
="2492","華新科","市","11/11","101","-1.5","-1.46","10","48.6","48.58","491","54.3","27","有","","有","有","","","電子零組件業","焦佑衡","曾明燦"
="2493","揚博","市","11/11","109.5","-7.5","-6.41","10","11.4","11.44","125","44","22.8","","","有","","","","電子零組件業","蘇勝義","蘇勝義"
="3003","健和興","市","11/11","81.5","+7.1","+9.54","10","15.6","15.57","127","46.8","22.7","","","有","有","","","電子零組件業","鄭克彬","鄭傑元"
="3011","今皓","市","11/11","26.55","-0.55","-2.03","10","11.3","11.27","29.9","41.8","24.1","","","","","","","電子零組件業","石浩吉","林盟傑"
="3015","全漢","市","11/11","61.4","+0.9","+1.49","10","18.7","18.73","115","31.6","22.1","","","有","","","","電子零組件業","鄭雅仁","鄭雅仁"
="3021","鴻名","市","11/11","33.5","+0.2","+0.6","10","9.59","9.59","32.1","31.5","24.1","","","","有","","","電子零組件業","張允騰","林嘉祥"
="3023","信邦","市","11/11","264","-1","-0.38","10","24","24","634","34.9","23.5","","","有","","","","電子零組件業","王紹新","梁偉銘"
="3026","禾伸堂","市","11/11","90.4","-0.2","-0.22","10","16.6","16.59","150","43.5","24.8","","","","","","","電子零組件業","唐錦榮","唐錦榮"
="3032","偉訓","市","11/11","67","+1.5","+2.29","10","11.3","11.33","75.9","45.7","23.6","","","有","","有","","電子零組件業","王駿東","王駿東"
="3037","欣興","市","11/11","170.5","-3.5","-2.01","10","153","152.5","2,600","34.8","25.9","有","有","有","","","","電子零組件業","曾子章","馬光華、蘭庭"
="3042","晶技","市","11/11","114","+1.5","+1.33","10","34.3","33.48","382","40.9","23.7","有","","有","","有","","電子零組件業","林萬興","郭雅屏"
="3044","健鼎","市","11/11","193.5","+0.5","+0.26","10","52.6","52.56","1,017","32.9","23.9","有","","有","","","","電子零組件業","王景春","黃樂仁"
="3058","立德","市","11/11","17.6","-0.2","-1.12","10","20.2","20.24","35.6","54.7","21.9","","","","","有","","電子零組件業","包忠詒","包效禹"
="3090","日電貿","市","11/11","62.8","+0.5","+0.8","10","21.3","21.27","134","31.9","21","","","有","","有","","電子零組件業","周煒凌","于耀國"
="3092","鴻碩","市","11/11","32.05","-0.95","-2.88","10","10.7","10.66","34.1","32.9","14.5","","","","有","","","電子零組件業","張利榮","魯憶萱"
="3229","晟鈦","市","11/11","20.1","+0.35","+1.77","10","6.43","6.43","12.9","37.3","19.6","","","","","有","","電子零組件業","莊明理","劉文禎"
="3296","勝德","市","11/11","27","+0.35","+1.31","10","9.67","9.67","26.1","24","19.7","","","","","","","電子零組件業","周義雄","周義雄"
="3308","聯德","市","11/11","24.05","-0.25","-1.03","10","6","6","14.4","36.8","16.7","","","","有","","","電子零組件業","陳銘智","鄧瑞玲"
="3321","同泰","市","11/11","16.05","-0.25","-1.53","10","9.72","9.72","15.6","34","8.91","","","","","","","電子零組件業","曾子章","曾山一"
="3338","泰碩","市","11/11","62.6","0","0","10","8.79","8.79","55","30.1","10.9","","","","","","","電子零組件業","彭朋煌","劉克平"
="3376","新日興","市","11/11","172.5","-4","-2.27","10","19.6","19.57","338","56.4","18.9","有","","有","有","","","電子零組件業","呂勝男","阮朝宗"
="3432","台端","市","11/11","20.65","-0.85","-3.95","10","4.22","4.22","8.72","36.5","13.9","","","","","有","","電子零組件業","陳帝生","林樂賢"
="3501","維熹","市","11/11","64.6","+0.4","+0.62","10","11.8","11.83","76.4","22.2","17.1","","","有","","","","電子零組件業","吳瑞雄","吳瑞雄"
="3533","嘉澤","市","11/11","1770","-10","-0.56","10","11.3","11.19","1,980","38.2","16.9","有","","有","","","","電子零組件業","朱德祥","何德佑"
="3550","聯穎","市","11/11","21.65","-0.65","-2.91","10","8.76","8.76","19","37.5","14","","","","","","","電子零組件業","何鈞銜","廖文宏"
="3593","力銘","市","11/11","13.15","-0.2","-1.5","10","9.3","9.3","12.2","20.9","15.7","","","","","有","","電子零組件業","尤惠法","尤惠法"
="3605","宏致","市","11/11","52.3","+1.1","+2.15","10","13.6","13.62","71.2","28","15.6","","","有","有","","","電子零組件業","袁万丁","黃添富"
="3607","谷崧","市","11/11","21.65","+1.1","+5.35","10","12.2","12.17","26.3","35.4","15","","","","有","","","電子零組件業","洪煥青","張文桐"
="3645","達邁","市","11/11","43.6","-0.75","-1.69","10","13.2","13.22","57.6","24.4","13.1","","","","有","有","","電子零組件業","吳聲昌","黃貞英"
="3653","健策","市","11/11","1575","+50","+3.28","10","14.3","14.29","2,251","37.6","15","有","","有","","","","電子零組件業","趙宗信","林錦隆"
="3679","新至陞","市","11/11","132","+3","+2.33","10","6.3","6.3","83.2","44.4","13.1","","","有","","","","電子零組件業","陳標福","蔡建勝"
="3715","定穎投控","市","11/11","67.7","-0.3","-0.44","10","27.8","27.77","188","2.2","2.22","","","有","","","","電子零組件業","黃銘宏","劉國瑾"
="4545","銘鈺","市","11/11","57.2","-0.8","-1.38","10","7.7","7.7","44","23.8","8.85","","","","","","","電子零組件業","謝錦興","方光義"
="4912","聯德控股-KY","市","11/11","109.5","-0.5","-0.45","10","6.22","6.22","68.1","15.1","13.5","","","有","","","","電子零組件業","徐啓峰","余 火甘 木發"
="4915","致伸","市","11/11","78.4","-0.6","-0.76","10","46.6","46.6","365","18.7","12.1","","","有","","","","電子零組件業","潘永中","潘永中"
="4927","泰鼎-KY","市","11/11","40.65","+0.3","+0.74","10","22","21.99","89.4","15","13.1","","","","","","","電子零組件業","王樹木","周瑞祥"
="4943","康控-KY","市","11/11","16.9","+0.05","+0.3","10","12.2","12.17","20.6","15.2","8","","","","","有","","電子零組件業","呂朝勝","李國基"
="4958","臻鼎-KY","市","11/11","120.5","+3","+2.55","10","95.7","94.7","1,141","18.4","12.9","有","","有","有","","","電子零組件業","沈慶芳","沈慶芳"
="4989","榮科","市","11/11","20.35","-0.45","-2.16","10","13.8","13.78","28","27.8","6.38","","","","","","","電子零組件業","陳銘樹","劉家和"
="4999","鑫禾","市","11/11","33.75","-1","-2.88","10","7.44","7.44","25.1","22.8","11.4","","","","","","","電子零組件業","蘇丁鴻","蘇丁鴻"
="5469","瀚宇博","市","11/11","53.7","-0.9","-1.65","10","48.6","48.62","261","35.6","23.7","","","有","","","","電子零組件業","焦佑衡","陶正國"
="6108","競國","市","11/11","16.75","-0.9","-5.1","10","16","15.99","26.8","42.9","23.2","","","","有","","","電子零組件業","曹月霞","賴進財"
="6115","鎰勝","市","11/11","53.3","0","0","10","18.8","18.77","100","38","22.9","","","","有","","","電子零組件業","黃子成","方義雄"
="6133","金橋","市","11/11","23.1","+0.2","+0.87","10","11.7","11.7","27","48","22.8","","","","","","","電子零組件業","林麥升","高一弘"
="6141","柏承","市","11/11","13","-0.05","-0.38","10","11.3","11.34","14.7","34.5","22.8","","","","","","","電子零組件業","李齊良","洪宗義"
="6153","嘉聯益","市","11/11","18.4","-0.55","-2.9","10","59.6","59.62","110","32","22.8","有","","有","","有","","電子零組件業","賴偉珍","張家豪"
="6155","鈞寶","市","11/11","27.5","-0.65","-2.31","10","8.78","8.78","24.1","38","22.7","","","","","","","電子零組件業","楊正利","蔡裕江"
="6191","精成科","市","11/11","56.8","-1.6","-2.74","10","47.4","47.43","269","51.7","33.7","","","有","","","","電子零組件業","焦佑衡","陶正國/楊建輝"
="6197","佳必琪","市","11/11","165","+1","+0.61","10","12.2","12.21","201","32.5","21.9","","","有","","","","電子零組件業","張舒眉","張舒眉"
="6205","詮欣","市","11/11","68.9","+0.8","+1.17","10","8.22","8.22","56.7","38.6","21.9","","","","有","","","電子零組件業","吳連溪","吳連溪"
="6213","聯茂","市","11/11","77.6","+0.4","+0.52","10","36.3","36.3","282","27.6","21.9","有","","有","有","","","電子零組件業","陳進財","蔡馨(日彗)"
="6224","聚鼎","市","11/11","62.8","-5.7","-8.32","10","8.56","8.56","53.8","26.9","21.9","","","","有","","","電子零組件業","朱復華","朱復華"
="6269","台郡","市","11/11","68.7","-3.7","-5.11","10","32.3","32.32","222","26.9","21.1","有","","有","有","","","電子零組件業","鄭明智","鄭明智"
="6282","康舒","市","11/11","31.4","-0.3","-0.95","10","86.1","86.13","270","43.3","21.2","有","","有","有","","","電子零組件業","許介立","許介立"
="6412","群電","市","11/11","122","+0.5","+0.41","10","40.1","40.08","489","15.9","11","","","有","","","","電子零組件業","呂進宗","曾國華"
="6449","鈺邦","市","11/11","154.5","+2","+1.31","10","8.9","8.9","137","18.9","9.93","","","有","","","","電子零組件業","鄭敦仁","林溪東"
="6672","騰輝電子-KY","市","11/11","70.5","-0.8","-1.12","10","7.14","7.14","50.4","12.1","5.58","","","","","","","電子零組件業","Alpha Victor Limited代表人：王有慈","鍾健人"
="6715","嘉基","市","11/11","174.5","+3","+1.75","10","6.63","6.63","116","13.2","4.92","","","有","有","","","電子零組件業","朱德祥","羅偉仁"
="6781","AES-KY","市","11/11","730","+66","+9.94","10","8.54","8.54","624","4.8","3.65","","","有","","","","電子零組件業","宋福祥","宋維哲"
="6805","富世達","市","11/11","839","-16","-1.87","10","6.86","6.86","575","23.4","1.01","","","","","","","電子零組件業","黃祖模","沈旻勳"
="6834","天二科技","市","11/11","34.25","-0.25","-0.72","10","8.85","8.85","30.3","54.7","2.2","","","","","","","電子零組件業","廖震益","詹清輝"
="6835","圓裕","市","11/11","45.75","-1.7","-3.58","10","6.62","6.62","30.3","44.4","2.01","","","","","","","電子零組件業","張志中","杜淑敏"
="6862","三集瑞-KY","市","11/11","174.5","-9.5","-5.16","10","5","5","87.2","3.3","0.06","","","","","","","電子零組件業","林伙利","林伙利"
="8039","台虹","市","11/11","49.95","-0.35","-0.7","10","23.4","23.78","119","27.2","20.9","有","","有","有","","","電子零組件業","孫達汶","江宗翰"
="8046","南電","市","11/11","129","-0.5","-0.39","10","64.6","64.62","834","27","18.6","有","","有","","","","電子零組件業","吳嘉昭","湯安得"
="8103","瀚荃","市","11/11","53.1","-1","-1.85","10","8.68","8.2","43.5","34.7","20.6","","","","有","","","電子零組件業","楊超群","執行長:楊奕康"
="8213","志超","市","11/11","37.65","+0.25","+0.67","10","27.1","27.12","102","26.6","14.9","","","","有","","","電子零組件業","徐正民","李明熹"
="8249","菱光","市","11/11","69.4","+1.7","+2.51","10","13.4","13.41","93.1","26.4","19.5","","","","","有","","電子零組件業","黃育仁","魏耀明"
