"代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","掛牌年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
="1802","台玻","市","11/11","18.95","-0.45","-2.32","10","291","290.8","551","60.2","51.3","有","","有","","","","玻璃陶瓷","林伯豐","林伯實"
="1806","冠軍","市","11/11","10.1","0","0","10","39","39.04","39.4","52","32.1","","","","","","","玻璃陶瓷","林榮德","林祐宇"
="1809","中釉","市","11/11","20.05","-0.2","-0.99","10","16.7","16.7","33.5","49.9","28.5","","","","","","","玻璃陶瓷","蔡憲龍","蔡松祐"
="1810","和成","市","11/11","17.2","0","0","10","30.2","30.23","52","61.6","33.1","","","","","","","玻璃陶瓷","邱立堅","陳世傑"
="1817","凱撒衛","市","11/11","42.3","+0.8","+1.93","10","7.26","7.26","30.7","36.8","11.1","","","","","","","玻璃陶瓷","蕭俊祥","陳威志"
