"代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","掛牌年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
="2542","興富發","市","11/11","42.9","+1.45","+3.5","10","207","207.1","888","44.8","25.5","有","","有","有","","","建材營造業","曹淵博","范華軍"
="2543","皇昌","市","11/11","88.9","+1","+1.14","10","33.1","33.07","294","43.7","25.1","","","有","","","","建材營造業","江程金","黃重雷"
="2545","皇翔","市","11/11","67.3","+2.6","+4.02","10","32.8","32.77","221","32.9","24.2","","","有","","","","建材營造業","廖年吉","廖宇祥"
="2546","根基","市","11/11","75.3","+1.3","+1.76","10","12.3","12.31","92.7","42.6","26.4","","","有","","","","建材營造業","袁藹維","黃義芳/陳俊明"
="2547","日勝生","市","11/11","9.9","+0.12","+1.23","10","95.5","95.51","94.6","42.6","23.9","","","","有","","","建材營造業","林榮顯","劉垚凱"
="2548","華固","市","11/11","121","+5.5","+4.76","10","30.4","30.45","368","35.6","24.3","有","","有","","","","建材營造業","鍾榮昌","洪嘉昇"
="2597","潤弘","市","11/11","141.5","+4","+2.91","10","25.9","25.89","366","49","14.6","","","有","","","","建材營造業","李志宏","莫惟瀚"
="2923","鼎固-KY","市","11/11","30.85","+0.6","+1.98","10","174","174","537","16.9","11.9","","","","","","","建材營造業","張洪本","張能耀"
="3052","夆典","市","11/11","11.85","+0.05","+0.42","10","23.5","23.52","27.9","48.3","29","","","","","","","建材營造業","郭國華","郭國華"
="3056","富華新","市","11/11","33.7","+0.2","+0.6","10","35.6","35.6","120","27","21.7","","","有","有","","","建材營造業","劉偉如","洪志成"
="3266","昇陽","市","11/11","19.45","+0.75","+4.01","10","35.2","35.23","68.5","31.7","20.1","","","","","","","建材營造業","麥寬成","魏岱霖"
="3703","欣陸","市","11/11","31.75","+2.25","+7.63","10","82.3","82.32","261","14.6","14.6","","","有","","","","建材營造業","殷琪","張方欣"
="5515","建國","市","11/11","25.4","+0.55","+2.21","10","20.2","20.16","51.2","64","25.8","","","","","","","建材營造業","吳昌修","甘茂盛"
="5519","隆大","市","11/11","36","+0.3","+0.84","10","21.9","21.92","78.9","42.5","25.1","","","有","","","","建材營造業","陳武聰","洪茂源"
="5521","工信","市","11/11","11.65","+0.05","+0.43","10","49.2","49.23","57.4","77.8","25","","","有","","","","建材營造業","潘瑩娟","丁承之"
="5522","遠雄","市","11/11","68.8","+1.5","+2.23","10","78.2","78.16","538","46.3","24.9","","","有","有","","","建材營造業","趙文嘉","王耀堂"
="5525","順天","市","11/11","34.2","+0.55","+1.63","10","29.7","29.73","102","37","24.5","","","","","","","建材營造業","柯興樹","林丙申"
="5531","鄉林","市","11/11","10.6","-0.25","-2.3","10","108","97.76","104","34.5","23.4","","","","","","有","建材營造業","賴正鎰","方偉民"
="5533","皇鼎","市","11/11","20.9","+0.35","+1.7","10","28.5","28.52","59.6","33.6","23.3","","","","","","","建材營造業","劉信雄","曹羅方"
="5534","長虹","市","11/11","87.8","+0.3","+0.34","10","29","29.03","255","48.9","22.6","有","","有","有","","","建材營造業","李文造","李耀中"
="5546","永固-KY","市","11/11","29.8","+0.2","+0.68","10","8.24","8.24","24.5","8.5","4.48","","","","","","","建材營造業","簡國釧","林皇智"
="6177","達麗","市","11/11","42.35","-0.25","-0.59","10","42.9","42.89","182","47.1","22.6","","","有","有","","","建材營造業","謝志長","李堯芳"
="9906","欣巴巴","市","11/11","116","+3.5","+3.11","10","8.58","8.58","99.5","57.8","33.9","","","有","有","","","建材營造業","黃〝火冏〞輝","張宏圖"
="9946","三發地產","市","11/11","24.3","0","0","10","32.7","32.66","79.4","31.1","19.6","","","有","有","","","建材營造業","鍾鼎晟","楊題銓"
