"代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","掛牌年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
="4540","全球傳動","市","11/11","42.4","-1.05","-2.42","10","9.52","9.52","40.3","14.3","6.25","","","","","","","電機機械","李清崑","李進勝"
="4552","力達-KY","市","11/11","25.5","-0.4","-1.54","10","11.6","11.6","29.6","12.5","8.32","","","","","","","電機機械","吳建能","陳乙平"
="4555","氣立","市","11/11","38.3","-3.1","-7.49","10","7","7","26.8","38","9.05","","","","","","","電機機械","游平政","游平政"
="4560","強信-KY","市","11/11","33.7","+0.2","+0.6","10","6.81","6.81","22.9","10","7.47","","","","","","","電機機械","綦秉信","綦秉信"
="4562","穎漢","市","11/11","67.4","-0.6","-0.88","10","8.75","8.75","59","16.8","7.23","","","","","","","電機機械","胡炳昆","胡峻嘉"
="4564","元翎","市","11/11","23.2","+0.55","+2.43","10","20.3","20.28","47","36.3","5.69","","","","","","","電機機械","王德鑫","王德鑫"
="4566","時碩工業","市","11/11","83.8","-0.1","-0.12","10","10.2","9.13","76.5","16","6.77","","","有","","","","電機機械","劉祖英","黃亞興"
="4571","鈞興-KY","市","11/11","171.5","+1","+0.59","10","5.3","5.3","90.9","10.5","5.16","","","有","","","","電機機械","國興環球有限公司(代表人：高國興)","杜春輝"
="4572","駐龍","市","11/11","157.5","+7","+4.65","10","3.9","3.9","61.4","34.3","5.18","","","","","","","電機機械","王昆生","陳玄益"
="4576","大銀微系統","市","11/11","129.5","-1.5","-1.15","10","12","11.98","155","27.6","5.19","","","有","","","","電機機械","卓秀瑜","絲國一"
="4583","台灣精銳","市","11/11","784","-10","-1.26","10","8.02","8.02","629","25.1","2.51","","","有","","","","電機機械","張重興","郭崇哲"
="5288","豐祥-KY","市","11/11","197","0","0","10","6.78","6.78","134","13.3","10.1","","","","有","","","電機機械","游明輝","吳聰武"
="6606","建德工業","市","11/11","28.9","+0.05","+0.17","10","11","11.03","31.9","58.7","1.64","","","","","","","電機機械","李金旆","黃盈璇"
="8222","寶一","市","11/11","39.8","+0.8","+2.05","10","6.86","6.86","27.3","50.1","9.79","","","","","","","電機機械","曾國浩","曾國浩"
="8374","羅昇","市","11/11","136.5","+1","+0.74","10","11.2","11.23","153","40.6","20.6","","","","","有","","電機機械","曾文興","李長堅"
="8996","高力","市","11/11","313","+7.5","+2.45","10","9.06","8.98","281","54.1","18.4","","","有","","","","電機機械","吳誌雄","王心五"
