"代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","掛牌年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
="2436","偉詮電","市","11/11","54.6","+0.3","+0.55","10","17.8","17.8","97.2","35.4","24.2","","","有","有","","","半導體業","林錫銘","林登信"
="2441","超豐","市","11/11","57.4","+0.9","+1.59","10","56.9","56.88","327","41.7","24","有","","","","","","半導體業","謝永達","紀有章"
="2449","京元電子","市","11/11","133.5","-6","-4.3","10","122","122.3","1,632","37.5","23.5","有","","有","","","","半導體業","李金恭","張高薰"
="2451","創見","市","11/11","97.4","0","0","10","43","42.99","419","35.2","23.5","","","有","","","","半導體業","束崇萬","束崇萬"
="2454","聯發科","市","11/11","1295","+15","+1.17","10","160","160.2","20,742","27.5","23.3","有","有","有","","","","半導體業","蔡明介","陳冠州"
="2458","義隆","市","11/11","152.5","+4","+2.69","10","30.4","30.39","463","30.5","23.2","有","","有","","","","半導體業","葉儀皓","葉儀皓"
="2481","強茂","市","11/11","56.4","+0.2","+0.36","10","38.2","38.21","216","38.5","23.2","有","","有","","","","半導體業","方敏清","方敏清"
="3006","晶豪科","市","11/11","71.2","+1","+1.42","10","28.6","28.62","204","26.4","22.7","有","","有","有","","","半導體業","張明鑒","張明鑒"
="3014","聯陽","市","11/11","151","+2.5","+1.68","10","16.6","16.6","251","28.5","22","","","有","","","","半導體業","胡鈞陽","林弘堯"
="3016","嘉晶","市","11/11","56.5","+0.5","+0.89","10","28.9","28.85","163","26","21.9","","","有","有","","","半導體業","徐建華","孫慶宗"
="3034","聯詠","市","11/11","496","+7.5","+1.54","10","60.9","60.85","3,018","27.5","23.6","有","","有","","","","半導體業","何泰舜","王守仁"
="3035","智原","市","11/11","234","+1.5","+0.65","10","26.1","26.06","610","31.4","25","有","","有","","","","半導體業","洪嘉聰","王國雍"
="3041","揚智","市","11/11","30","-2.9","-8.81","10","11.7","11.71","35.1","31.4","25.2","","","","","","","半導體業","梁厚誼","陳嘉修"
="3094","聯傑","市","11/11","30.95","-0.3","-0.96","10","8.31","8.31","25.7","28.2","17.3","","","","","","","半導體業","郝挺","林有亮"
="3150","鈺寶-創","市","11/11","34.5","-1","-2.82","10","4.44","4.44","15.3","26.8","0.38","","","","","","","半導體業","羅森洲","黃良駿"
="3189","景碩","市","11/11","103.5","-1.5","-1.43","10","45.7","45.67","473","24.2","20","有","","有","","","","半導體業","廖賜政","陳河旭"
="3257","虹冠電","市","11/11","61.2","+0.4","+0.66","10","8","8","49","25.9","13.6","","","","","","","半導體業","方敏宗","林保偉"
="3413","京鼎","市","11/11","332","-3","-0.9","10","10.4","10.27","341","23.5","9.3","","","有","有","有","","半導體業","劉揚偉","邱耀銓"
="3443","創意","市","11/11","1265","-15","-1.17","10","13.4","13.4","1,695","26.8","18","有","","有","","","","半導體業","曾繁城","戴尚義"
="3450","聯鈞","市","11/11","252","+0.5","+0.2","10","14.6","14.57","367","24.1","18.6","","","有","","","","半導體業","鄭祝良","宋天增"
="3530","晶相光","市","11/11","98.4","+1","+1.03","10","7.75","7.75","76.2","20.5","6.33","","","有","","","","半導體業","何新平","何新平"
="3532","台勝科","市","11/11","124","+2","+1.64","10","38.8","38.78","481","29","16.9","有","","有","","","","半導體業","郭文筆","高橋和也"
="3545","敦泰","市","11/11","88.4","+1.4","+1.61","10","22","21.96","194","18.9","17.4","","","有","有","","","半導體業","胡正大","胡正大"
="3583","辛耘","市","11/11","463","-2.5","-0.54","10","8.03","8.03","372","45.1","11.7","","","有","","","","半導體業","謝宏亮","許明棋"
="3588","通嘉","市","11/11","77.1","+0.8","+1.05","10","6.04","6.04","46.6","22.2","15.2","","","","","","","半導體業","高育坤","祁亨忠"
="3592","瑞鼎","市","11/11","339","-3","-0.88","10","7.59","7.59","257","21.1","2.85","","","有","","","","半導體業","黃裕國","林文聰"
="3661","世芯-KY","市","11/11","2435","+15","+0.62","10","7.99","7.92","1,928","21.7","10","","","有","","有","","半導體業","關建英","沈翔霖"
="3686","達能","市","11/11","22.35","+0.75","+3.47","10","7.65","7.65","17.1","17","14.3","","","","","","","半導體業","方震銘","方震銘"
="3711","日月光投控","市","11/11","157.5","+2","+1.29","10","441","440.7","6,941","6.5","6.54","有","有","有","有","","","半導體業","張虔生","張洪本"
="4919","新唐","市","11/11","91.6","-1.8","-1.93","10","42","41.98","385","16.6","14.1","有","","有","","","","半導體業","蘇源茂","楊欣龍"
="4952","凌通","市","11/11","53.1","-0.9","-1.67","10","10.9","10.88","57.8","20.6","13","","","","","","","半導體業","黃洲杰","賈懿行"
="4961","天鈺","市","11/11","247.5","-1.5","-0.6","10","12.1","12.13","300","29.4","6.07","","","有","","","","半導體業","林永杰","邱淑慧"
="4967","十銓","市","11/11","93.9","-3.1","-3.2","10","8.11","7.15","67.2","27.6","5.83","","","有","有","","","半導體業","夏澹寧","陳慶文"
="4968","立積","市","11/11","177.5","+10.5","+6.29","10","9.07","9.07","161","20.9","9","","","有","","","","半導體業","馬代駿","王是琦"
="5222","全訊","市","11/11","135.5","-1","-0.73","10","8.2","8.2","111","26.4","3.05","","","有","","","","半導體業","張全生","張全生、吳昌崙、張景學"
="5269","祥碩","市","11/11","1795","+10","+0.56","10","7.47","7.47","1,340","20.6","11.9","有","","有","","","","半導體業","徐世昌","林哲偉"
="5285","界霖","市","11/11","57.1","-2.4","-4.03","10","10.2","10.2","58.3","24.1","10.7","","","","","","","半導體業","蔡上元","蔡上民"
="5471","松翰","市","11/11","47.35","-0.35","-0.73","10","16.8","16.79","79.5","28.3","24","","","有","","","","半導體業","鮑世嘉","柯福順"
="6202","盛群","市","11/11","54.6","+0.6","+1.11","10","22.6","22.62","123","26.1","22","","","有","","","","半導體業","吳啟勇","蔡榮宗"
="6239","力成","市","11/11","128","+0.5","+0.39","10","75.9","75.91","972","27.5","21.6","有","","有","","","","半導體業","蔡篤恭","呂肇祥"
="6243","迅杰","市","11/11","50.7","+0.1","+0.2","10","4.53","4.53","23","26.5","21.6","","","","","有","","半導體業","鍾文凱","許舒茵"
="6257","矽格","市","11/11","75","+0.6","+0.81","10","48.3","46.46","348","35.9","21.2","有","","有","有","","","半導體業","黃興陽","葉燦鍊"
="6271","同欣電","市","11/11","129.5","+1","+0.78","10","20.9","20.91","271","50.3","17","有","","有","","","","半導體業","陳泰銘","呂紹萍"
="6415","矽力*-KY","市","11/11","488","+4.5","+0.93","2.5","9.67","38.62","1,884","16.8","10.9","","","有","","","","半導體業","陳偉","游步東及謝兵"
="6423","億而得-創","市","11/11","87.5","-2","-2.23","10","2.94","2.94","25.7","23.2","0.5","","","","","","","半導體業","黃文謙","黃文謙"
="6451","訊芯-KY","市","11/11","241","-3.5","-1.43","10","10.7","10.75","259","16.8","9.8","","","有","","","","半導體業","蔣尚義","徐文一"
="6515","穎崴","市","11/11","1420","+25","+1.79","10","3.48","3.48","494","23.6","3.81","","","有","有","","","半導體業","王嘉煌","王嘉煌"
="6525","捷敏-KY","市","11/11","72.7","+0.5","+0.69","10","12.9","12.9","93.8","26.6","8.59","","","","","","","半導體業","鄭祝良","湯彥鏘"
="6526","達發","市","11/11","624","-6","-0.95","10","16.8","16.75","1,045","23.2","1.07","有","","有","","","","半導體業","謝清江","謝清江"
="6531","愛普*","市","11/11","316.5","+3.5","+1.12","5","8.11","16.22","513","13.3","8.45","","","有","","","","半導體業","陳文良","洪志勳"
="6533","晶心科","市","11/11","413","0","0","10","5.07","5.07","209","19.7","7.67","","","有","","","","半導體業","林志明","蘇泓萌"
="6552","易華電","市","11/11","40.9","-0.1","-0.24","10","8.3","8.3","33.9","51.1","7.84","","","","","","","半導體業","萬文財","李宛霞"
="6573","虹揚-KY","市","11/11","16.2","-0.7","-4.14","10","8.05","8.05","13","14.9","7.13","","","","","","","半導體業","高桂珍","高桂珍"
="6695","芯鼎","市","11/11","59","+2.5","+4.42","10","9.63","9.63","56.8","14.9","2.02","","","","","有","","半導體業","羅森洲","許英偉"
="6719","力智","市","11/11","230","-1","-0.43","10","10.4","10.38","239","18.9","2.83","","","有","","有","","半導體業","許先越","黃學偉"
="6756","威鋒電子","市","11/11","143.5","+2","+1.41","10","6.96","6.96","99.8","16.4","3.89","","","有","","","","半導體業","陳文琦","林志峰"
="6770","力積電","市","11/11","18.2","-0.5","-2.67","10","415","414","753","16.6","2.94","有","","有","","","","半導體業","黃崇仁","朱憲國"
="6789","采鈺","市","11/11","289","+5.5","+1.94","10","31.7","31.7","916","21","2.37","","","有","","","","半導體業","關欣","關欣"
="6799","來頡","市","11/11","105.5","+1","+0.96","10","4.27","4.27","45.1","14.2","2.51","","","有","","","","半導體業","愛普科技股份有限公司","孟慶達"
="6854","錼創科技-KY創","市","11/11","156.5","-9","-5.44","10","10.7","10.72","168","10.7","2.24","","","","","","","半導體業","李允立","李允立"
="6937","天虹","市","11/11","373","+10","+2.75","10","6.75","6.75","252","22.3","0.92","","","有","","","","半導體業","黃見駱","黃見駱"
="8016","矽創","市","11/11","218","-1","-0.46","10","12","12.01","262","32.3","20.9","","","有","","","","半導體業","毛穎文","劉孟煌"
="8028","昇陽半導體","市","11/11","146","+3.5","+2.46","10","17.3","17.26","252","27.7","6.35","","","有","","","","半導體業","梁明成","蔡幸川"
="8081","致新","市","11/11","225.5","-0.5","-0.22","10","8.62","8.62","194","28.4","20.2","","","有","","","","半導體業","吳錦川","謝其昌、楊人仰"
="8110","華東","市","11/11","16.55","+0.4","+2.48","10","51.8","51.77","85.7","29.6","18.2","","","有","","","","半導體業","焦佑衡","于鴻祺"
="8131","福懋科","市","11/11","33.1","-0.15","-0.45","10","44.2","44.22","146","34.2","17","","","","","","","半導體業","李培瑛","張憲正"
="8150","南茂","市","11/11","33.45","-0.4","-1.18","10","72.7","72.72","243","27.3","10.6","有","","有","","","","半導體業","鄭世杰","鄭世杰"
="8162","微矽電子-創","市","11/11","38.85","-1.6","-3.96","10","6.87","6.87","26.7","37.3","0.69","","","","","","","半導體業","張秉堂","張秉堂"
="8261","富鼎","市","11/11","98.2","-0.8","-0.81","10","11.8","11.84","116","26.3","20.6","","","有","","有","","半導體業","陳泰銘","張嘉帥"
="8271","宇瞻","市","11/11","47.5","-0.7","-1.45","10","12.9","12.87","61.1","27.6","13.9","","","","","有","","半導體業","陳益世","執行長:張家騉"
